171;105
172;105
173;105
174;105
175;105
176;105
177;105
178;105
320;105
330;105
390;105
910;105
920;105
930;105
1000;105
1010;105
110;105
1110;81
112;105
114;105
116;105
118;105
120;105
122;97
124;97
126;97
128;105
130;99 e 104
134;97
140;105
150;105
152;105
154;105
158;105
160;105
162;105
164;105
166;105
168;105
180;89
210;105
212;105
216;105
218;105
220;105
222;105
224;105
226;105
230;105
2310;105
232;105
252;105
256;105
258;105
260;105
261;102
2610;102
262;105
264;105
268;105
270;105
2702;97
2703;97
2704;105
2720;97
2810;104
2820;104
2821;104
2822;97
2827;105
312;105
314;105
316;105
318;105
320;105
330;81
3335;81
334;81
3340;81
338;81
3420;105
3430;105
3435;105
3440;105
3450;105
3460;105
3465;105
3470;105
3480;105
3490;105
3510;105
352;105
3520;105
3530;105
354;105
3540;105
3550;105
3560;105
3570;105
358;105
3580;105
360;105
362;105
364;105
366;105
368;105
372;105
380;105
382;105
384;105
386;105
3910;105
3911;105
400;105
410;105
412;105
414;105
416;105
418;105
420;105
422;105
424;105
426;105
428;105
430;105
432;105
4430;105
450;105
4510;105
460;105
470;105
4730;105
474;105
476;105
4908;105
4910;105
4915;105
4965;105
510;91
514;91
5140;
5190;
520;105
524;105
530;105
5332;89
534;105
540;105
5410;91
5420;105
550;105
5510;105
5520;105
5530;105
554;105
5540;105
5550;105
5560;105
560;105
5610;105
5620;105
5630;105
564;105
590;105
5910;105
5920;105
5930;105
594;105
6010;105
6020;105
6030;105
610;105
614;105
6141;105
6142;105
6143;105
6144;105
618;105
620;105
624;105
6320;105
634;105
640;105
644;105
650;105
6510;105
654;105
660;105
670;105
672;105
674;105
680;105
6850;105
6901;105
6904;105
6905;105
6906;105
710;105
7101;105
7102;105
7103;105
7107;105
7109;105
7111;105
7112;105
7113;105
7114;105
7115;105
712;105
714;105
716;105
718;105
720;105
7210;105
722;105
7220;105
7230;105
724;105
726;105
728;105
730;105
7310;105
732;105
7320;105
734;105
7340;105
736;105
738;105
740;105
7401;105
7402;105
7403;105
7404;105
7405;105
7406;105
7407;105
7408;105
7411;105
7412;105
7417;105
7418;105
742;105
744;105
746;105
748;105
7480;105
7490;105
750;105
7505;105
7510;105
7515;105
7520;105
7525;105
7530;105
7535;105
754;105
7590;105
760;105
7660;105
770;105
780;105
7810;105
7830;105
790;105
7910;105
7930;105
810;105
812;105
814;105
816;105
818;105
820;105
822;105
8220;105
824;105
826;105
8260;105
828;105
830;105
8310;105
832;105
8320;105
8370;105
840;105
842;105
844;105
846;105
848;105
850;105
860;105
864;105
870;105
880;105
884;105
890;105
8901;105
8903;105
894;105
896;105
898;105
9310;105
9711;105
9712;105
9905;144
9910;145
9915;145
9920;145
9925;143
9930;143
9935;145
9940;145
9945;145
9950;140, 141 e 142
9955;145
996;145
9960;145
9965;145
997;145
9970;150
9975;150
998;150
9984;150
999;150
9999;150
I010;150
I055;150
I060;150
I061;150
I110;150
I120;150
I130;150
I150;150
I160;150
I170;150
I175;150
I180;150
I190;150
